term,papers,category,secondary,model,prompt_sha,created_at
evaluation target system,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178602+00:00
mixed-methods approach bibliometric analysis sentiment analysis stakeholder interviews pestle swot multi-level perspective,1,research_or_assessment_method,bibliometric analysis|sentiment analysis|stakeholder interviews|pestle|swot|multi-level perspective,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178607+00:00
wto compatibility assessment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178616+00:00
feasible generalized least squares,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178620+00:00
transfer learning convolutional neural network,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178630+00:00
nanomaterial synthesis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178635+00:00
complex analyses,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178648+00:00
ols regressions,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178663+00:00
artificial intelligence internet of things blockchain,1,ambiguous_context_required,artificial intelligence|internet of things|blockchain,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178668+00:00
gasification and composting,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178672+00:00
food technology training,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178680+00:00
case survey analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178700+00:00
cyclic utilization,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178713+00:00
adaptable approach,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178770+00:00
melt-compounding 3d printing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178793+00:00
engage-materials model,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178803+00:00
green synthesis life cycle assessment central composite design,1,research_or_assessment_method,green synthesis|life cycle assessment|central composite design,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178808+00:00
quasi-experimental approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178812+00:00
simple linear regression,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178816+00:00
pelatihan pengolahan,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178820+00:00
generalized linear model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178825+00:00
bio-recovery,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178829+00:00
regression method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178839+00:00
legal perspective,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178844+00:00
case examples,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178854+00:00
dry heat transfer sublimation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178864+00:00
pls-sem and psm,1,research_or_assessment_method,pls-sem|psm,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178868+00:00
comprehensive analysis method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178886+00:00
dematel taism,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178901+00:00
structured equation modelling,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178919+00:00
secondary use,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:30.178923+00:00
ammonium-stripping,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646690+00:00
legal approximation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646723+00:00
random-effects models,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646731+00:00
summative content analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646738+00:00
a high degree of planning,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646744+00:00
injection molding dsc utm mfi sem,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646749+00:00
optimization of potential management,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646755+00:00
hot water treatment modified atmosphere packaging,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646761+00:00
parameter design approach,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646766+00:00
adsorption kinetic experiments isotherm models,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646772+00:00
crop-duck bioindustry,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646777+00:00
green marketing strategies,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646783+00:00
high-temperature activation xrd eis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646789+00:00
kinetic treatment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646794+00:00
acid leaching factorial experimental design multiple linear regression analysis of variance,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646799+00:00
drilling waste treatment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646805+00:00
hessian algorithms,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646811+00:00
fuzzy best-worst method three-way decision model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646816+00:00
mixed-methods embedded design,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646822+00:00
circular technology system,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646827+00:00
template analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646832+00:00
knitting thermoforming,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646837+00:00
oxidative dehydrogenation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646842+00:00
closed cycles,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646847+00:00
mechanical delamination,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646853+00:00
dehydrogenative coupling,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646858+00:00
convective drying hydroalcoholic extraction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646863+00:00
environmental reports analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646868+00:00
generalized benders decomposition,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646873+00:00
fermentation dynamics barrel aging non-saccharomyces yeasts crispr engineering enzyme-assisted extraction pulsed electric fields nanotechnology,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646879+00:00
process programming,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646884+00:00
upper echelons theory,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646889+00:00
transesterification infrared spectroscopy principal component analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646894+00:00
circular economy disposal model,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646900+00:00
integrated closed-loop system approach,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646905+00:00
sistem integrasi tanaman ternak ikan,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646910+00:00
circular economy 3r,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646916+00:00
window data envelopment analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646921+00:00
dredging technology treatment techniques,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646926+00:00
scientific generalization analysis forecasting scientific extrapolation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:32.646932+00:00
anaerobic fluidized bed membrane bioreactors,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342266+00:00
cs-ardl econometric approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342312+00:00
spatial equilibrium model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342319+00:00
quantitative and qualitative characterization,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342325+00:00
urban food policy,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342334+00:00
smart-fuel concept,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342340+00:00
automation and control analytics and artificial intelligence,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342348+00:00
fermentation enzymatic breakdown,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342354+00:00
composite indicators development,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342359+00:00
analysis framework,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342368+00:00
analysis abstraction,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342373+00:00
circular industrial clusters,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342383+00:00
microreactor synthesis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342388+00:00
elements quantitative evaluation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342395+00:00
descriptive analysis t-test,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342401+00:00
inter-firm network,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342412+00:00
actual cases and experiences,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342418+00:00
refine and extend,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342425+00:00
survey and research,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342435+00:00
harmonized commodity description and coding system,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342440+00:00
repair and re-use recycling,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342445+00:00
eco-industrial chains,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342452+00:00
total emission control,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342457+00:00
computational modeling,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342462+00:00
swat analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342470+00:00
cyclic transformation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342477+00:00
fuzzy analytics network process,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342483+00:00
systematically analyzed,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342490+00:00
circular economy governance,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342495+00:00
environmental planning,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342501+00:00
5rs strategy,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342509+00:00
streamlined lca,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342515+00:00
green fuzzy comprehensive evaluation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342520+00:00
weight analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342525+00:00
additive manufacturing hydroforming,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342530+00:00
food redistribution,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342537+00:00
system integration,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342542+00:00
material balance method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342547+00:00
cyclic economy adoption,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342555+00:00
membrane filtration aops electrochemical mfc anaerobic digestion hydrothermal carbonization ai,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:35.342560+00:00
plastic waste management roadmap,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245436+00:00
cultural awareness,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245494+00:00
institutions construction,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245502+00:00
identify circles,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245510+00:00
analysis of specialties,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245516+00:00
manual content analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245521+00:00
economia circular tributação verde,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245527+00:00
landfill mining mass flow analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245534+00:00
enterprise management strategies,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245541+00:00
strategic selection,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245546+00:00
bpeir model and delphi method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245552+00:00
index of item objective congruence,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245557+00:00
resource loop optimisation,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245563+00:00
bp artificial neural networks,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245569+00:00
parametric furniture design,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245575+00:00
material economy analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245581+00:00
parallel method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245586+00:00
separately grinding,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245591+00:00
analysis of natural cycles,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245596+00:00
operating model,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245602+00:00
3pr pattern,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245610+00:00
case-by-case basis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245616+00:00
epistemological approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245622+00:00
bionomics and law of recycle,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245627+00:00
integrated solid waste management,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245632+00:00
5r strategic framework,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245639+00:00
coal circular economy,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245645+00:00
pay as you throw,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245650+00:00
nutritional modulation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245656+00:00
value stream analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245661+00:00
closed-cycle technologies,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245666+00:00
biomonitoring industrial hygiene,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245671+00:00
alkaline leaching reduction precipitation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245678+00:00
molecular imaging,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245685+00:00
tax shift,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245690+00:00
cluster cooperation,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245696+00:00
webinar tanya jawab diskusi,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245701+00:00
criterion system,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245707+00:00
circular taxation paradigm,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245713+00:00
qualitative reflective study,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:42.245718+00:00
qualitative quantitative field study,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321295+00:00
analysis of current situation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321371+00:00
nudging consumers,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321378+00:00
management mechanism development,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321383+00:00
government interventions,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321388+00:00
circular mode,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321417+00:00
modified ekc,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321424+00:00
integrated territorial investments,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321443+00:00
original data based,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321448+00:00
main component analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321453+00:00
recycling equipment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321465+00:00
integrated assessment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321470+00:00
drying and granulation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321475+00:00
circular economy 3r principle,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321480+00:00
financial management,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321485+00:00
computational modelling artificial intelligence bioprocess engineering,1,material_process_or_technology,research_or_assessment_method,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321492+00:00
robinson crusoe economy,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321499+00:00
compound ecological project,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321507+00:00
geomechanical modelling fracture mechanics,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321512+00:00
circular economy park model,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321519+00:00
systematic studies,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321524+00:00
circular development mode,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321529+00:00
corrosion management system,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321534+00:00
mass timber manufacturing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321538+00:00
non-compliance,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321543+00:00
guideline development,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321547+00:00
heat treatment fractionation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321554+00:00
multimethodological approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321558+00:00
societal impact analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321567+00:00
green production,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321572+00:00
qualitative comparative literature analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321580+00:00
incineration particle analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321584+00:00
resolve model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321594+00:00
eco-industrial corridor,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321598+00:00
evolutionary innovation theory,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321602+00:00
process approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321607+00:00
soxhlet extraction kraft pulping icel machine,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321617+00:00
institutionalist political economy,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321623+00:00
performativity theoretical approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321630+00:00
mdr model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:45.321635+00:00
work and learning station analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170088+00:00
conditional design,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170148+00:00
energy assessment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170158+00:00
ionic self-assembly,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170168+00:00
energy and product mutual-supply,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170179+00:00
rough set model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170186+00:00
review article,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170202+00:00
